ID,Language,Category,Food,ImageFileName,Description,Price,Restrictions,Ingredient
006,YUE,鐵板燒,牛油煎墨魚,garlic_butter_cuttlefish.jpg,用牛油煎的墨魚,26000,"海鮮, 乳製品","墨魚, 牛油"
007,YUE,鐵板燒,煎韓牛大腸,hanwoo_tripe_grill.jpg,煎韓國牛大腸,24000,牛肉,韓牛大腸
008,YUE,鐵板燒,牛油煎蘆筍,garlic_butter_asparagus.jpg,用牛油煎的蘆筍,19000,乳製品,"蘆筍, 牛油"
009,YUE,鐵板燒,蒜香煎雞肉,garlic_grilled_chicken.jpg,煎蒜香雞肉,20000,雞肉,"雞肉, 蒜"
010,YUE,鐵板燒,焗薯條煙肉芝士,potato_bacon_cheese_bake.jpg,焗薯條、煙肉和芝士,15000,"豬肉, 乳製品","薯條, 煙肉, 芝士"
011,YUE,鐵板燒,東亞風漢堡扒,dongari_hamburger_steak.jpg,東亞風格的漢堡扒,20000,"牛肉, 雞蛋","牛肉, 雞蛋"
012,YUE,鐵板燒,煎豬腩肉,tonpeiyaki.jpg,煎豬腩肉,15000,豬肉,豬腩肉
013,YUE,鐵板燒,焗牛油果明太子芝士,avocado_mentaiko_cheese_grill.jpg,焗牛油果、明太子和芝士,17000,"乳製品, 魚籽","牛油果, 明太子, 芝士"
014,YUE,鐵板燒,煎餃子,yaki_gyoza.jpg,煎餃子,11000,"小麥粉, 豬肉","小麥粉, 豬肉"
015,YUE,快手菜,蟹味噌,kani_miso.jpg,蟹味噌,11000,"貝類, 大豆",蟹味噌
016,YUE,快手菜,螺肉配芥末,snail_wasabi.jpg,螺肉配芥末,9500,"貝類, 芥末","螺肉, 芥末"
017,YUE,快手菜,八爪魚配芥末,taco_wasabi.jpg,八爪魚配芥末,11000,"海鮮, 芥末","八爪魚, 芥末"
018,YUE,快手菜,煮蘆筍,boiled_asparagus.jpg,煮蘆筍,10000,-,蘆筍
019,YUE,快手菜,山藥配芥末,yam_wasabi.jpg,山藥配芥末,10000,芥末,"山藥, 芥末"
020,YUE,快手菜,煮毛豆,boiled_edamame.jpg,煮毛豆,5000,大豆,毛豆
021,YUE,快手菜,牛油果沙律,avocado_salad.jpg,牛油果沙律,11000,-,牛油果
022,YUE,快手菜,燒魷魚鬚,grilled_skate_fin.jpg,燒魷魚鬚,16000,海鮮,魷魚鬚
023,YUE,快手菜,蜜糖忌廉芝士,honey_cream_cheese.jpg,蜜糖忌廉芝士,9500,"乳製品, 蜂蜜","忌廉芝士, 蜂蜜"
024,YUE,沙律,凱撒沙律,caesar_salad.jpg,凱撒沙律配凱撒醬,20000,"乳製品, 雞蛋","凱撒醬, 生菜"
025,YUE,沙律,小魚乾豆腐沙律,anchovy_tofu_salad.jpg,小魚乾豆腐沙律,20000,"魚, 大豆","小魚乾, 豆腐"
026,YUE,沙律,蟹柳沙律,crabmeat_salad.jpg,蟹柳沙律,20000,蟹肉,"蟹柳, 生菜"
027,YUE,沙律,薯仔沙律,potato_salad.jpg,薯仔沙律,8000,-,薯仔
028,YUE,沙律,明太子忌廉芝士薯仔沙律,mentaiko_cream_potato_salad.jpg,明太子忌廉芝士薯仔沙律,12000,"乳製品, 魚籽","明太子, 忌廉芝士, 薯仔"
029,YUE,沙律,蕃茄沙律,tomato_salad.jpg,蕃茄沙律,11000,-,蕃茄
030,YUE,沙律,醃西芹,celery_tsukemono.jpg,醃製的西芹,8000,-,西芹
031,YUE,沙律,醃青瓜,cucumber_tsukemono.jpg,醃製的青瓜,8000,-,青瓜
032,YUE,沙律,拍青瓜沙律,smashed_cucumber.jpg,拍青瓜沙律,10000,-,"青瓜, 海藻"
033,YUE,火鍋,壽喜燒,sea_bass_sukiyaki.jpg,東亞風格壽喜燒,42000,"牛肉, 大豆","牛肉, 蔬菜"
034,YUE,火鍋,加肉,additional_meat.jpg,壽喜燒加肉,15000,牛肉,牛肉
035,YUE,火鍋,加烏冬,additional_udon_noodles.jpg,加烏冬,2000,小麥粉,烏冬
036,YUE,火鍋,長崎什錦湯,nagasaki_champon_soup.jpg,長崎風什錦湯,33000,海鮮,"海鮮, 蔬菜"
037,YUE,火鍋,魚蛋湯,oden_soup.jpg,魚蛋湯,33000,"魚, 大豆","魚蛋, 蔬菜"
038,YUE,燒魚,鹽燒鰆魚,grilled_spanish_mackerel.jpg,鹽燒鰆魚,16000,魚,"鰆魚, 鹽"
039,YUE,燒魚,鹽燒柳葉魚,grilled_shishamo.jpg,鹽燒柳葉魚,15000,魚,"柳葉魚, 鹽"
040,YUE,燒魚,鹽燒灰鰭,grilled_atka_mackerel.jpg,鹽燒灰鰭,18000,魚,"灰鰭, 鹽"
041,YUE,精選料理,韓牛他他燒,hanwoo_tataki.jpg,韓牛他他燒,31000,牛肉,韓牛
042,YUE,精選料理,醋青花魚,shime_saba.jpg,醋青花魚,17000,魚,"青花魚, 醋"
043,YUE,精選料理,燒明太子,grilled_mentaiko.jpg,燒明太子,19000,魚籽,明太子
044,YUE,精選料理,味噌燉牛筋,hanwoo_tendon_miso_stew.jpg,味噌燉牛筋,13000,"牛肉, 大豆","牛筋, 味噌"
045,YUE,精選料理,清酒蒸蜆,steamed_clams_sake.jpg,清酒蒸蜆,16000,貝類,"蜆, 清酒"
046,YUE,精選料理,牛油煎蜆,garlic_butter_clams.jpg,牛油煎蜆,16000,"貝類, 乳製品","蜆, 牛油"
047,YUE,精選料理,炸豆腐,agedashi_tofu.jpg,炸豆腐,14000,"大豆, 小麥粉","豆腐, 鰹魚湯"
048,YUE,精選料理,味噌炒茄子,miso_eggplant_stirfry.jpg,味噌炒茄子,11000,大豆,"茄子, 味噌"
049,YUE,精選料理,茄子天婦羅,fried_eggplant.jpg,茄子天婦羅,11000,小麥粉,茄子
050,YUE,精選料理,炸年糕,agedashi_mochi.jpg,炸年糕,14000,"大豆, 小麥粉, 米","年糕, 鰹魚湯"
051,YUE,精選料理,蛋卷,tamagoyaki.jpg,蛋卷,14000,雞蛋,蛋
052,YUE,精選料理,明太子蛋卷,mentaiko_tamagoyaki.jpg,明太子蛋卷,22000,"雞蛋, 魚籽","蛋, 明太子"
053,YUE,炸物,炸雞唐揚,chicken_karaage.jpg,炸雞唐揚,22000,"雞肉, 小麥粉","雞肉, 小麥粉, 炸粉"
054,YUE,炸物,炸魷魚鬚,fried_squid_legs.jpg,炸魷魚鬚,19000,"海鮮, 小麥粉","魷魚鬚, 小麥粉, 炸粉"
055,YUE,炸物,炸八爪魚,fried_octopus.jpg,炸八爪魚,13000,"海鮮, 小麥粉","八爪魚, 小麥粉, 炸粉"
056,YUE,炸物,炸雞腎,chicken_gizzard_karaage.jpg,炸雞腎唐揚,17000,"雞肉, 小麥粉","雞腎, 小麥粉, 炸粉"
057,YUE,炸物,蜜糖明太子炸年糕,mentaiko_mayo_honey_mochi_fry.jpg,蜜糖明太子炸年糕,14000,"魚籽, 小麥粉, 蜂蜜","明太子, 蛋黃醬, 年糕, 蜂蜜"
058,YUE,炸物,炸牛蒡條,fried_burdock.jpg,炸牛蒡條,16000,小麥粉,"牛蒡條, 小麥粉, 炸粉"
059,YUE,炸物,炸墨魚絲天婦羅,tempura_dried_squid.jpg,炸墨魚絲天婦羅,14000,"海鮮, 小麥粉","墨魚絲, 小麥粉, 炸粉"
060,YUE,炸物,薯條,french_fries.jpg,炸薯條,11000,-,"薯條, 鹽, 炸油"
061,YUE,炸物,炸墨魚天婦羅,tempura_cuttlefish.jpg,炸墨魚天婦羅,25000,"海鮮, 小麥粉","墨魚, 小麥粉, 炸粉"
062,YUE,炸物,炸牡蠣,fried_oysters.jpg,炸牡蠣,15000,"貝類, 小麥粉","牡蠣, 小麥粉, 炸粉"
063,YUE,炸物,炸竹莢魚,fried_horse_mackerel.jpg,炸竹莢魚,20000,"魚, 小麥粉","竹莢魚, 小麥粉, 炸粉"
064,YUE,炸物,炸蝦忌廉可樂餅,shrimp_cream_croquette.jpg,炸蝦忌廉可樂餅,21000,"海鮮, 乳製品, 小麥粉","蝦, 忌廉, 小麥粉, 炸粉"
001,CN,铁板烧,牛油煎带子,garlic_butter_scallops.jpg,用牛油煎的带子,31000,"贝类, 乳制品","带子, 牛油"
002,CN,铁板烧,牛油煎鲍鱼,garlic_butter_abalone.jpg,用牛油煎的鲍鱼,32000,"贝类, 乳制品","鲍鱼, 牛油"
003,CN,铁板烧,煎韩牛西冷,hanwoo_ribeye_steak.jpg,煎韩国牛西冷肉,33000,牛肉,韩牛西冷
004,CN,铁板烧,牛油煎山药,butter_grilled_yam.jpg,用牛油煎的山药,15000,乳制品,"山药, 牛油"
005,CN,铁板烧,韭菜炒蛋,garlic_chive_egg_stirfry.jpg,韭菜炒蛋,11000,鸡蛋,"韭菜, 鸡蛋"
006,CN,铁板烧,牛油煎墨鱼,garlic_butter_cuttlefish.jpg,用牛油煎的墨鱼,26000,"海鲜, 乳制品","墨鱼, 牛油"
007,CN,铁板烧,煎韩牛大肠,hanwoo_tripe_grill.jpg,煎韩国牛大肠,24000,牛肉,韩牛大肠
008,CN,铁板烧,牛油煎芦笋,garlic_butter_asparagus.jpg,用牛油煎的芦笋,19000,乳制品,"芦笋, 牛油"
009,CN,铁板烧,蒜香煎鸡肉,garlic_grilled_chicken.jpg,煎蒜香鸡肉,20000,鸡肉,"鸡肉, 蒜"
010,CN,铁板烧,焗薯条培根芝士,potato_bacon_cheese_bake.jpg,焗薯条、培根和芝士,15000,"猪肉, 乳制品","薯条, 培根, 芝士"
011,CN,铁板烧,东亚风汉堡扒,dongari_hamburger_steak.jpg,东亚风格的汉堡扒,20000,"牛肉, 鸡蛋","牛肉, 鸡蛋"
012,CN,铁板烧,煎猪腩肉,tonpeiyaki.jpg,煎猪腩肉,15000,猪肉,猪腩肉
013,CN,铁板烧,焗牛油果明太子芝士,avocado_mentaiko_cheese_grill.jpg,焗牛油果、明太子和芝士,17000,"乳制品, 鱼子","牛油果, 明太子, 芝士"
014,CN,铁板烧,煎饺子,yaki_gyoza.jpg,煎饺子,11000,"小麦粉, 猪肉","小麦粉, 猪肉"
015,CN,快手菜,蟹味噌,kani_miso.jpg,蟹味噌,11000,"贝类, 大豆",蟹味噌
016,CN,快手菜,螺肉配芥末,snail_wasabi.jpg,螺肉配芥末,9500,"贝类, 芥末","螺肉, 芥末"
017,CN,快手菜,章鱼配芥末,taco_wasabi.jpg,章鱼配芥末,11000,"海鲜, 芥末","章鱼, 芥末"
018,CN,快手菜,煮芦笋,boiled_asparagus.jpg,煮芦笋,10000,-,芦笋
019,CN,快手菜,山药配芥末,yam_wasabi.jpg,山药配芥末,10000,芥末,"山药, 芥末"
020,CN,快手菜,煮毛豆,boiled_edamame.jpg,煮毛豆,5000,大豆,毛豆
021,CN,快手菜,牛油果沙拉,avocado_salad.jpg,牛油果沙拉,11000,-,牛油果
022,CN,快手菜,烤鳐鱼鳍,grilled_skate_fin.jpg,烤鳐鱼鳍,16000,海鲜,鳐鱼鳍
023,CN,快手菜,蜂蜜奶油芝士,honey_cream_cheese.jpg,蜂蜜奶油芝士,9500,"乳制品, 蜂蜜","奶油芝士, 蜂蜜"
024,CN,沙拉,凯撒沙拉,caesar_salad.jpg,凯撒沙拉配凯撒酱,20000,"乳制品, 鸡蛋","凯撒酱, 生菜"
025,CN,沙拉,小鱼干豆腐沙拉,anchovy_tofu_salad.jpg,小鱼干豆腐沙拉,20000,"鱼, 大豆","小鱼干, 豆腐"
026,CN,沙拉,蟹柳沙拉,crabmeat_salad.jpg,蟹柳沙拉,20000,蟹肉,"蟹柳, 生菜"
027,CN,沙拉,土豆沙拉,potato_salad.jpg,土豆沙拉,8000,-,土豆
028,CN,沙拉,明太子奶油芝士土豆沙拉,mentaiko_cream_potato_salad.jpg,明太子奶油芝士土豆沙拉,12000,"乳制品, 鱼子","明太子, 奶油芝士, 土豆"
029,CN,沙拉,番茄沙拉,tomato_salad.jpg,番茄沙拉,11000,-,番茄
030,CN,沙拉,腌西芹,celery_tsukemono.jpg,腌制的西芹,8000,-,西芹
031,CN,沙拉,腌黄瓜,cucumber_tsukemono.jpg,腌制的黄瓜,8000,-,黄瓜
032,CN,沙拉,拍黄瓜沙拉,smashed_cucumber.jpg,拍黄瓜沙拉,10000,-,"黄瓜, 海藻"
033,CN,火锅,寿喜烧,sea_bass_sukiyaki.jpg,东亚风格寿喜烧,42000,"牛肉, 大豆","牛肉, 蔬菜"
034,CN,火锅,加肉,additional_meat.jpg,寿喜烧加肉,15000,牛肉,牛肉
035,CN,火锅,加乌冬,additional_udon_noodles.jpg,加乌冬,2000,小麦粉,乌冬
036,CN,火锅,长崎什锦汤,nagasaki_champon_soup.jpg,长崎风什锦汤,33000,海鲜,"海鲜, 蔬菜"
037,CN,火锅,鱼丸汤,oden_soup.jpg,鱼丸汤,33000,"鱼, 大豆","鱼丸, 蔬菜"
038,CN,烤鱼,盐烤鰆鱼,grilled_spanish_mackerel.jpg,盐烤鰆鱼,16000,鱼,"鰆鱼, 盐"
039,CN,烤鱼,盐烤柳叶鱼,grilled_shishamo.jpg,盐烤柳叶鱼,15000,鱼,"柳叶鱼, 盐"
040,CN,烤鱼,盐烤灰鳕鱼,grilled_atka_mackerel.jpg,盐烤灰鳕鱼,18000,鱼,"灰鳕鱼, 盐"
041,CN,精选料理,韩牛他他烧,hanwoo_tataki.jpg,韩牛他他烧,31000,牛肉,韩牛
042,CN,精选料理,醋青花鱼,shime_saba.jpg,醋青花鱼,17000,鱼,"青花鱼, 醋"
043,CN,精选料理,烤明太子,grilled_mentaiko.jpg,烤明太子,19000,鱼子,明太子
044,CN,精选料理,味噌炖牛筋,hanwoo_tendon_miso_stew.jpg,味噌炖牛筋,13000,"牛肉, 大豆","牛筋, 味噌"
045,CN,精选料理,清酒蒸蛤蜊,steamed_clams_sake.jpg,清酒蒸蛤蜊,16000,贝类,"蛤蜊, 清酒"
046,CN,精选料理,牛油煎蛤蜊,garlic_butter_clams.jpg,牛油煎蛤蜊,16000,"贝类, 乳制品","蛤蜊, 牛油"
047,CN,精选料理,炸豆腐,agedashi_tofu.jpg,炸豆腐,14000,"大豆, 小麦粉","豆腐, 木鱼汤"
048,CN,精选料理,味噌炒茄子,miso_eggplant_stirfry.jpg,味噌炒茄子,11000,大豆,"茄子, 味噌"
049,CN,精选料理,茄子天妇罗,fried_eggplant.jpg,茄子天妇罗,11000,小麦粉,茄子
050,CN,精选料理,炸年糕,agedashi_mochi.jpg,炸年糕,14000,"大豆, 小麦粉, 米","年糕, 木鱼汤"
051,CN,精选料理,蛋卷,tamagoyaki.jpg,蛋卷,14000,鸡蛋,蛋
052,CN,精选料理,明太子蛋卷,mentaiko_tamagoyaki.jpg,明太子蛋卷,22000,"鸡蛋, 鱼子","蛋, 明太子"
053,CN,炸物,炸鸡唐扬,chicken_karaage.jpg,炸鸡唐扬,22000,"鸡肉, 小麦粉","鸡肉, 小麦粉, 炸粉"
054,CN,炸物,炸鱿鱼须,fried_squid_legs.jpg,炸鱿鱼须,19000,"海鲜, 小麦粉","鱿鱼须, 小麦粉, 炸粉"
055,CN,炸物,炸章鱼,fried_octopus.jpg,炸章鱼,13000,"海鲜, 小麦粉","章鱼, 小麦粉, 炸粉"
056,CN,炸物,炸鸡肾,chicken_gizzard_karaage.jpg,炸鸡肾唐扬,17000,"鸡肉, 小麦粉","鸡肾, 小麦粉, 炸粉"
057,CN,炸物,蜂蜜明太子炸年糕,mentaiko_mayo_honey_mochi_fry.jpg,蜂蜜明太子炸年糕,14000,"鱼子, 小麦粉, 蜂蜜","明太子, 蛋黄酱, 年糕, 蜂蜜"
058,CN,炸物,炸牛蒡条,fried_burdock.jpg,炸牛蒡条,16000,小麦粉,"牛蒡条, 小麦粉, 炸粉"
059,CN,炸物,炸墨鱼丝天妇罗,tempura_dried_squid.jpg,炸墨鱼丝天妇罗,14000,"海鲜, 小麦粉","墨鱼丝, 小麦粉, 炸粉"
060,CN,炸物,薯条,french_fries.jpg,炸薯条,11000,-,"薯条, 盐, 炸油"
061,CN,炸物,炸墨鱼天妇罗,tempura_cuttlefish.jpg,炸墨鱼天妇罗,25000,"海鲜, 小麦粉","墨鱼, 小麦粉, 炸粉"
062,CN,炸物,炸牡蛎,fried_oysters.jpg,炸牡蛎,15000,"贝类, 小麦粉","牡蛎, 小麦粉, 炸粉"
063,CN,炸物,炸竹荚鱼,fried_horse_mackerel.jpg,炸竹荚鱼,20000,"鱼, 小麦粉","竹荚鱼, 小麦粉, 炸粉"
064,CN,炸物,炸虾奶油可乐饼,shrimp_cream_croquette.jpg,炸虾奶油可乐饼,21000,"海鲜, 乳制品, 小麦粉","虾, 奶油, 小麦粉, 炸粉"
사쿠라브리즈
